Particle size,SSA,Age,Mw,LogKow,pKa2,Solubility,MP concentration,AT concentration,Temperature,pH,Qm
62.33,1.33,1,444.44,-1.37,7.7,1690,,7.94567,25,4,2.17363
62.33,1.33,1,444.44,-1.37,7.7,1690,,12.9032,25,4,3.17685
62.33,1.33,1,444.44,-1.37,7.7,1690,,27.3005,25,4,3.7299
62.33,1.33,1,444.44,-1.37,7.7,1690,,30.9677,25,4,6.54662
62.33,1.33,1,444.44,-1.37,7.7,1690,,35.8574,25,4,6.49518
150,,0,253.28,0.89,5.57,610,5,1,25,,0.0753247
150,,0,253.28,0.89,5.57,610,5,2,25,,0.124675
150,,0,253.28,0.89,5.57,610,5,4,25,,0.327273
150,,0,253.28,0.89,5.57,610,5,6,25,,0.457143
150,,0,253.28,0.89,5.57,610,5,8,25,,0.524675
150,,0,253.28,0.89,5.57,610,5,10,25,,0.74026
150,,0,253.28,0.89,5.57,610,5,12,25,,0.849351
150,,0,253.28,0.89,5.57,610,5,6,25,,0.948335
150,,0,253.28,0.89,5.57,610,5,6,25,,0.438658
150,,0,253.28,0.89,5.57,610,5,6,25,,0.335322
150,,0,253.28,0.89,5.57,610,5,6,25,,0.116704
150,,0,253.28,0.89,5.57,610,5,6,25,,0.108475
150,,0,253.28,0.89,5.57,610,5,6,25,,0.0973577
150,,0,253.28,0.89,5.57,610,5,6,25,,0.0689559
150,,0,253.28,0.89,5.57,610,5,6,25,,0.0578383
150,,0,253.28,0.89,5.57,610,5,6,25,3,0.607792
150,,0,253.28,0.89,5.57,610,5,6,25,4,0.607792
150,,0,253.28,0.89,5.57,610,5,6,25,5,0.615584
150,,0,253.28,0.89,5.57,610,5,6,25,6,0.607792
150,,0,253.28,0.89,5.57,610,5,6,25,7,0.496104
150,,0,253.28,0.89,5.57,610,5,6,25,8,0.467532
150,,0,253.28,0.89,5.57,610,5,6,25,9,0.441558
150,,1,172.2,,,,1.2,0.0064695,20,,0.0028614
150,,1,172.2,,,,1.2,0.0447689,20,,0.00804791
150,,1,172.2,,,,1.2,0.0520148,20,,0.0150573
150,,1,172.2,,,,1.2,0.0760813,20,,0.0197736
150,,1,172.2,,,,1.2,0.0970425,20,,0.0192344
150,,1,172.2,,,,1.2,0.00543438,20,,0.00378238
150,,1,172.2,,,,1.2,0.0222551,20,,0.00628193
150,,1,172.2,,,,1.2,0.0370055,20,,0.0107156
150,,1,172.2,,,,1.2,0.0481331,20,,0.0181884
150,,1,172.2,,,,1.2,0.0709057,20,,0.0242863
150,,1,172.2,,,,1.2,0.092902,20,,0.022734
150,,1,172.2,,,,1.2,0.00543438,20,,0.000833071
150,,1,172.2,,,,1.2,0.0225139,20,,0.00591344
150,,1,172.2,,,,1.2,0.0406285,20,,0.00749218
150,,1,172.2,,,,1.2,0.0569316,20,,0.0107287
150,,1,172.2,,,,1.2,0.0853974,20,,0.01213
150,,1,172.2,,,,1.2,0.105065,20,,0.0124194
150,,1,172.2,,,,1.2,0.00165829,20,2,0.0229688
150,,1,172.2,,,,1.2,0.00334171,20,4,0.0199688
150,,1,172.2,,,,1.2,0.00585427,20,7,0.015375
150,,1,172.2,,,,1.2,0.00748744,20,9,0.00740625
150,,1,172.2,,,,1.2,0.00914573,20,11,0.00459375
150,,1,172.2,,,,1.2,0.00165829,20,2,0.0244688
150,,1,172.2,,,,1.2,0.00329146,20,4,0.0196875
150,,1,172.2,,,,1.2,0.00582915,20,7,0.0110625
150,,1,172.2,,,,1.2,0.00751256,20,9,0.00778125
150,,1,172.2,,,,1.2,0.00917085,20,11,0.00628125
150,,1,172.2,,,,1.2,0.00163317,20,2,0.025125
150,,1,172.2,,,,1.2,0.00334171,20,4,0.0175313
150,,1,172.2,,,,1.2,0.00580402,20,7,0.0150938
150,,1,172.2,,,,1.2,0.00751256,20,9,0.0058125
150,,1,172.2,,,,1.2,0.00917085,20,11,0.004875
150,,1,172.2,,,,1.2,0.1,20,,0.0193189
150,,1,172.2,,,,1.2,0.1,20,,0.0165325
150,,1,172.2,,,,1.2,0.1,20,,0.00873065
150,,1,172.2,,,,1.2,0.1,20,,0.00297214
150,,1,172.2,,,,1.2,0.1,20,,0.0113313
150,,1,172.2,,,,1.2,0.1,20,,0.00585139
150,,1,172.2,,,,1.2,0.1,20,,0.00733746
150,,1,172.2,,,,1.2,0.1,20,,0.00334365
150,,1,172.2,,,,1.2,0.1,20,,0.0247988
150,,1,172.2,,,,1.2,0.1,20,,0.0185759
150,,1,172.2,,,,1.2,0.1,20,,0.0127245
150,,1,172.2,,,,1.2,0.1,20,,0.00659443
74,,0,367.802,1.32,6.1,19440,0.2,1.68889,25,,1.44538
74,,0,367.802,1.32,6.1,19440,0.2,3.55556,25,,1.81513
74,,0,367.802,1.32,6.1,19440,0.2,5.46667,25,,2.01681
74,,0,367.802,1.32,6.1,19440,0.2,7.46667,25,,2.28571
74,,0,367.802,1.32,6.1,19440,0.2,9.55556,25,,2.18487
74,,0,367.802,1.32,6.1,19440,0.2,11.4222,25,,2.28571
74,,0,367.802,1.32,6.1,19440,0.2,14.1778,25,,2.58824
74,,0,367.802,1.32,6.1,19440,0.2,18.9778,25,,3.02521
74,,1,367.802,1.32,6.1,19440,0.2,1.37778,25,,1.47899
74,,1,367.802,1.32,6.1,19440,0.2,3.11111,25,,2.48739
74,,1,367.802,1.32,6.1,19440,0.2,5.6,25,,3.76471
74,,1,367.802,1.32,6.1,19440,0.2,6.31111,25,,4.13445
74,,1,367.802,1.32,6.1,19440,0.2,9.51111,25,,5.2437
74,,1,367.802,1.32,6.1,19440,0.2,10.6222,25,,6.08403
74,,1,367.802,1.32,6.1,19440,0.2,12.9333,25,,7.42857
74,,1,367.802,1.32,6.1,19440,0.2,17.6444,25,,8.23529
74,,0,367.802,1.32,6.1,19440,0.2,1.68142,25,,1.54945
74,,0,367.802,1.32,6.1,19440,0.2,3.53982,25,,2.17582
74,,0,367.802,1.32,6.1,19440,0.2,5.44248,25,,2.40659
74,,0,367.802,1.32,6.1,19440,0.2,7.47788,25,,2.50549
74,,0,367.802,1.32,6.1,19440,0.2,9.55752,25,,2.86813
74,,0,367.802,1.32,6.1,19440,0.2,11.2832,25,,3
74,,0,367.802,1.32,6.1,19440,0.2,14.0265,25,,3.1978
74,,0,367.802,1.32,6.1,19440,0.2,18.8496,25,,3.69231
74,,1,367.802,1.32,6.1,19440,0.2,1.50442,25,,2.47253
74,,1,367.802,1.32,6.1,19440,0.2,3.14159,25,,4.18681
74,,1,367.802,1.32,6.1,19440,0.2,5.04425,25,,5.17582
74,,1,367.802,1.32,6.1,19440,0.2,7.0354,25,,5.6044
74,,1,367.802,1.32,6.1,19440,0.2,8.67257,25,,6.79121
74,,1,367.802,1.32,6.1,19440,0.2,10.6195,25,,7.31868
74,,1,367.802,1.32,6.1,19440,0.2,13.3186,25,,8.53846
74,,1,367.802,1.32,6.1,19440,0.2,16.5044,25,,9.36264
74,,0,367.802,1.32,6.1,19440,0.2,1.68514,25,,1.45455
74,,0,367.802,1.32,6.1,19440,0.2,3.59202,25,,1.85124
74,,0,367.802,1.32,6.1,19440,0.2,5.49889,25,,2.04959
74,,0,367.802,1.32,6.1,19440,0.2,7.5388,25,,2.18182
74,,0,367.802,1.32,6.1,19440,0.2,9.53437,25,,2.54545
74,,0,367.802,1.32,6.1,19440,0.2,11.3969,25,,2.57851
74,,0,367.802,1.32,6.1,19440,0.2,14.1907,25,,2.57851
74,,0,367.802,1.32,6.1,19440,0.2,19.0687,25,,2.7438
74,,1,367.802,1.32,6.1,19440,0.2,1.41907,25,,1.75207
74,,1,367.802,1.32,6.1,19440,0.2,3.14856,25,,2.84298
74,,1,367.802,1.32,6.1,19440,0.2,5.72062,25,,3.33884
74,,1,367.802,1.32,6.1,19440,0.2,6.43016,25,,3.93388
74,,1,367.802,1.32,6.1,19440,0.2,9.53437,25,,5.35537
74,,1,367.802,1.32,6.1,19440,0.2,10.5543,25,,6.7438
74,,1,367.802,1.32,6.1,19440,0.2,12.949,25,,7.57025
74,,1,367.802,1.32,6.1,19440,0.2,17.694,25,,8.16529
74,,1,367.802,1.32,6.1,19440,0.2,,25,3.09929,3.00217
74,,1,367.802,1.32,6.1,19440,0.2,,25,5.20922,5.43167
74,,1,367.802,1.32,6.1,19440,0.2,,25,6.60993,7.27115
74,,1,367.802,1.32,6.1,19440,0.2,,25,7.69149,2.34273
74,,1,367.802,1.32,6.1,19440,0.2,,25,9.10993,1.37093
74,,1,367.802,1.32,6.1,19440,0.2,,25,10.9716,0.642082
74,,1,367.802,1.32,6.1,19440,0.2,,25,3.09929,3.33189
74,,1,367.802,1.32,6.1,19440,0.2,,25,5.22695,7.34056
74,,1,367.802,1.32,6.1,19440,0.2,,25,6.60993,6.92408
74,,1,367.802,1.32,6.1,19440,0.2,,25,7.70922,3.00217
74,,1,367.802,1.32,6.1,19440,0.2,,25,9.10993,2.01302
74,,1,367.802,1.32,6.1,19440,0.2,,25,10.9362,0.832972
74,,1,367.802,1.32,6.1,19440,0.2,,25,3.09929,1.11063
74,,1,367.802,1.32,6.1,19440,0.2,,25,5.20922,6.22993
74,,1,367.802,1.32,6.1,19440,0.2,,25,6.60993,6.57701
74,,1,367.802,1.32,6.1,19440,0.2,,25,7.70922,2.62039
74,,1,367.802,1.32,6.1,19440,0.2,,25,9.12766,1.9436
74,,1,367.802,1.32,6.1,19440,0.2,,25,10.9362,0.520607
74,,1,444.44,-1.37,7.7,1700,0.2,,25,2.3848,2.23511
74,,1,444.44,-1.37,7.7,1700,0.2,,25,3.04751,2.33542
74,,1,444.44,-1.37,7.7,1700,0.2,,25,5.33492,2.57994
74,,1,444.44,-1.37,7.7,1700,0.2,,25,6.019,2.75549
74,,1,444.44,-1.37,7.7,1700,0.2,,25,7.79335,2.29781
74,,1,444.44,-1.37,7.7,1700,0.2,,25,8.88361,2.00313
74,,1,444.44,-1.37,7.7,1700,0.2,,25,9.90974,1.42006
74,,1,444.44,-1.37,7.7,1700,0.2,,25,10.9572,1.10031
100,0.23,0,444.44,-1.37,7.7,1690,5,0.685338,25,,0.0300737
100,0.23,0,444.44,-1.37,7.7,1690,5,1.8715,25,,0.0625061
100,0.23,0,444.44,-1.37,7.7,1690,5,2.71499,25,,0.0766585
100,0.23,0,444.44,-1.37,7.7,1690,5,4.61285,25,,0.097887
100,0.23,0,444.44,-1.37,7.7,1690,5,8.01318,25,,0.12855
100,0.23,0,444.44,-1.37,7.7,1690,5,10.201,25,,0.141523
100,0.23,0,444.44,-1.37,7.7,1690,5,14.6557,25,,0.155676
100,0.35,1,444.44,-1.37,7.7,1690,5,0.975288,25,,0.0300737
100,0.35,1,444.44,-1.37,7.7,1690,5,1.52883,25,,0.0483538
100,0.35,1,444.44,-1.37,7.7,1690,5,2.42504,25,,0.0878624
100,0.35,1,444.44,-1.37,7.7,1690,5,4.29654,25,,0.12973
100,0.35,1,444.44,-1.37,7.7,1690,5,8.01318,25,,0.179853
100,0.35,1,444.44,-1.37,7.7,1690,5,14.313,25,,0.205799
100,0.76,1,444.44,-1.37,7.7,1690,5,1.26524,25,,0.101425
100,0.76,1,444.44,-1.37,7.7,1690,5,2.5832,25,,0.150958
100,0.76,1,444.44,-1.37,7.7,1690,5,4.21746,25,,0.181032
100,0.76,1,444.44,-1.37,7.7,1690,5,7.59143,25,,0.230565
100,0.76,1,444.44,-1.37,7.7,1690,5,12.0198,25,,0.224079
100,0.76,1,444.44,-1.37,7.7,1690,5,14.682,25,,0.235872
100,1.16,1,444.44,-1.37,7.7,1690,5,1.44975,25,,0.120295
100,1.16,1,444.44,-1.37,7.7,1690,5,2.47776,25,,0.18398
100,1.16,1,444.44,-1.37,7.7,1690,5,4.11203,25,,0.220541
100,1.16,1,444.44,-1.37,7.7,1690,5,7.98682,25,,0.250614
100,1.16,1,444.44,-1.37,7.7,1690,5,12.0198,25,,0.251794
100,1.16,1,444.44,-1.37,7.7,1690,5,14.8666,25,,0.255332
100,0.23,0,444.44,-1.37,7.7,1690,5,0.576105,25,,0.0856148
100,0.23,0,444.44,-1.37,7.7,1690,5,1.04746,25,,0.150348
100,0.23,0,444.44,-1.37,7.7,1690,5,1.80687,25,,0.200464
100,0.23,0,444.44,-1.37,7.7,1690,5,2.51391,25,,0.246404
100,0.23,0,444.44,-1.37,7.7,1690,5,4.11129,25,,0.346636
100,0.23,0,444.44,-1.37,7.7,1690,5,6.33715,25,,0.415545
100,0.23,0,444.44,-1.37,7.7,1690,5,10.3961,25,,0.492807
100,0.35,1,444.44,-1.37,7.7,1690,5,0.471358,25,,0.0856148
100,0.35,1,444.44,-1.37,7.7,1690,5,1.99018,25,,0.286079
100,0.35,1,444.44,-1.37,7.7,1690,5,4.00655,25,,0.425986
100,0.35,1,444.44,-1.37,7.7,1690,5,5.99673,25,,0.532483
100,0.35,1,444.44,-1.37,7.7,1690,5,7.98691,25,,0.620186
100,0.35,1,444.44,-1.37,7.7,1690,5,11.2864,25,,0.689095
100,0.76,1,444.44,-1.37,7.7,1690,5,1.44026,25,,0.317401
100,0.76,1,444.44,-1.37,7.7,1690,5,2.25205,25,,0.448956
100,0.76,1,444.44,-1.37,7.7,1690,5,3.87561,25,,0.574246
100,0.76,1,444.44,-1.37,7.7,1690,5,6.20622,25,,0.630626
100,0.76,1,444.44,-1.37,7.7,1690,5,7.98691,25,,0.655684
100,0.76,1,444.44,-1.37,7.7,1690,5,13.1457,25,,0.67239
100,1.16,1,444.44,-1.37,7.7,1690,5,0.392799,25,,0.0939675
100,1.16,1,444.44,-1.37,7.7,1690,5,0.576105,25,,0.139907
100,1.16,1,444.44,-1.37,7.7,1690,5,1.99018,25,,0.499072
100,1.16,1,444.44,-1.37,7.7,1690,5,4.00655,25,,0.707889
100,1.16,1,444.44,-1.37,7.7,1690,5,5.99673,25,,0.810209
100,1.16,1,444.44,-1.37,7.7,1690,5,8.95581,25,,0.868677
100,0.23,0,444.44,-1.37,7.7,1690,5,5,25,,0.0946309
100,0.23,0,444.44,-1.37,7.7,1690,5,5,25,,0.0979866
100,0.23,0,444.44,-1.37,7.7,1690,5,5,25,,0.0926174
100,0.23,0,444.44,-1.37,7.7,1690,5,5,25,,0.0872483
100,0.35,1,444.44,-1.37,7.7,1690,5,5,25,,0.125503
100,0.35,1,444.44,-1.37,7.7,1690,5,5,25,,0.114765
100,0.35,1,444.44,-1.37,7.7,1690,5,5,25,,0.0919463
100,0.35,1,444.44,-1.37,7.7,1690,5,5,25,,0.0838926
100,0.76,1,444.44,-1.37,7.7,1690,5,5,25,,0.192617
100,0.76,1,444.44,-1.37,7.7,1690,5,5,25,,0.189262
100,0.76,1,444.44,-1.37,7.7,1690,5,5,25,,0.200671
100,0.76,1,444.44,-1.37,7.7,1690,5,5,25,,0.22349
100,1.16,1,444.44,-1.37,7.7,1690,5,5,25,,0.233557
100,1.16,1,444.44,-1.37,7.7,1690,5,5,25,,0.244966
100,1.16,1,444.44,-1.37,7.7,1690,5,5,25,,0.267785
100,1.16,1,444.44,-1.37,7.7,1690,5,5,25,,0.287919
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,2,0.559229
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,2.98901,0.694215
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,4,1.27273
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,4.98901,1.87052
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,6,1.58127
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,6.98901,0.92562
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,8,1.33058
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,8.98901,1.75482
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,10.022,1.7741
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,2,3.00826
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,3.01099,2.75758
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,4,4.60882
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,4.98901,6.01653
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,6.02198,5.55372
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,6.98901,3.27824
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,8,1.94766
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,8.98901,1.85124
725,2.03,1,460.343,-1.22,7.32,,1.67,20,25,10.022,1.23416
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,2.12071
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,1.70117
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,1.54837
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,1.30515
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,1.22513
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.66049
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.28618
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.476937
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.324145
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.271247
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,1.34312
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.40371
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.314199
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.0664602
725,2.03,0,460.343,-1.22,7.32,,1.67,20,25,,0.266726
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.37846
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.32236
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.21749
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.14512
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,1.85772
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.34594
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.07032
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.02642
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,1.75081
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,1.72765
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.08578
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.01341
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,2.03862
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,1.94594
725,7.91,1,460.343,-1.22,7.32,,1.67,20,25,,1.7561
325,,0,444.44,-1.37,7.7,1690,6.67,0.921739,25,7,0.056080494
325,,0,444.44,-1.37,7.7,1690,6.67,1.84324,25,7,0.058940677
325,,0,444.44,-1.37,7.7,1690,6.67,4.73826,25,7,0.096721686
325,,0,444.44,-1.37,7.7,1690,6.67,7.36459,25,7,0.106588444
325,,0,444.44,-1.37,7.7,1690,6.67,9.72155,25,7,0.111501009
325,,1,444.44,-1.37,7.7,1690,6.67,0.967001,25,7,0.050265675
325,,1,444.44,-1.37,7.7,1690,6.67,1.86608,25,7,0.054765993
325,,1,444.44,-1.37,7.7,1690,6.67,4.9675,25,7,0.060140827
325,,1,444.44,-1.37,7.7,1690,6.67,7.64112,25,7,0.064154486
325,,1,444.44,-1.37,7.7,1690,6.67,10.0215,25,7,0.06959375
325,,1,444.44,-1.37,7.7,1690,6.67,0.493934,25,7,0.111778604
325,,1,444.44,-1.37,7.7,1690,6.67,1.14458,25,7,0.157984455
325,,1,444.44,-1.37,7.7,1690,6.67,3.74669,25,7,0.244099941
325,,1,444.44,-1.37,7.7,1690,6.67,5.51788,25,7,0.377425136
325,,1,444.44,-1.37,7.7,1690,6.67,7.60357,25,7,0.424704522
325,,0,444.44,-1.37,7.7,1690,6.67,0.73991,25,7,0.079133659
325,,0,444.44,-1.37,7.7,1690,6.67,1.65919,25,7,0.083401947
325,,0,444.44,-1.37,7.7,1690,6.67,4.70852,25,7,0.096212019
325,,0,444.44,-1.37,7.7,1690,6.67,7.30942,25,7,0.113401349
325,,0,444.44,-1.37,7.7,1690,6.67,9.57399,25,7,0.133681337
325,,1,444.44,-1.37,7.7,1690,6.67,0.605381,25,7,0.101434946
325,,1,444.44,-1.37,7.7,1690,6.67,1.50224,25,7,0.107875367
325,,1,444.44,-1.37,7.7,1690,6.67,4.4843,25,7,0.129546387
325,,1,444.44,-1.37,7.7,1690,6.67,7.06278,25,7,0.148545
325,,1,444.44,-1.37,7.7,1690,6.67,9.3722,25,7,0.162451488
325,,1,444.44,-1.37,7.7,1690,6.67,0.313901,25,7,0.143443174
325,,1,444.44,-1.37,7.7,1690,6.67,0.672646,25,7,0.225411517
325,,1,444.44,-1.37,7.7,1690,6.67,2.35426,25,7,0.455157267
325,,1,444.44,-1.37,7.7,1690,6.67,3.07175,25,7,0.735269477
325,,1,444.44,-1.37,7.7,1690,6.67,3.16143,25,7,1.135102239
325,,0,444.44,-1.37,7.7,1690,6.67,,25,3,0.0464963
325,,0,444.44,-1.37,7.7,1690,6.67,,25,5,0.0680965
325,,0,444.44,-1.37,7.7,1690,6.67,,25,7,0.111
325,,0,444.44,-1.37,7.7,1690,6.67,,25,9,0.0862368
325,,1,444.44,-1.37,7.7,1690,6.67,,25,3,0.0515861
325,,1,444.44,-1.37,7.7,1690,6.67,,25,5,0.0581512
325,,1,444.44,-1.37,7.7,1690,6.67,,25,7,0.0772476
325,,1,444.44,-1.37,7.7,1690,6.67,,25,9,0.0900759
325,,1,444.44,-1.37,7.7,1690,6.67,,25,3,0.115578
325,,1,444.44,-1.37,7.7,1690,6.67,,25,5,0.379033
325,,1,444.44,-1.37,7.7,1690,6.67,,25,7,0.459533
325,,1,444.44,-1.37,7.7,1690,6.67,,25,9,0.41597
325,,0,444.44,-1.37,7.7,1690,6.67,,25,3,0.0473934
325,,0,444.44,-1.37,7.7,1690,6.67,,25,5,0.106635
325,,0,444.44,-1.37,7.7,1690,6.67,,25,7,0.118483
325,,0,444.44,-1.37,7.7,1690,6.67,,25,9,0.0533175
325,,1,444.44,-1.37,7.7,1690,6.67,,25,3,0.0740521
325,,1,444.44,-1.37,7.7,1690,6.67,,25,5,0.115521
325,,1,444.44,-1.37,7.7,1690,6.67,,25,7,0.165877
325,,1,444.44,-1.37,7.7,1690,6.67,,25,9,0.130332
325,,1,444.44,-1.37,7.7,1690,6.67,,25,3,0.313981
325,,1,444.44,-1.37,7.7,1690,6.67,,25,5,0.740521
325,,1,444.44,-1.37,7.7,1690,6.67,,25,7,1.09597
325,,1,444.44,-1.37,7.7,1690,6.67,,25,9,0.983412
,,0,444.44,-1.37,7.7,1690,1,5,25,,0.624161
,,0,444.44,-1.37,7.7,1690,1,10,25,,0.770134
,,0,444.44,-1.37,7.7,1690,1,15,25,,0.901007
,,0,444.44,-1.37,7.7,1690,1,20,25,,1.00168
,,0,444.44,-1.37,7.7,1690,1,30,25,,1.18289
,,0,444.44,-1.37,7.7,1690,1,40,25,,1.27852
,,0,444.44,-1.37,7.7,1690,1,50,25,,1.4094
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.803356
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.988255
,,1,444.44,-1.37,7.7,1690,1,15,25,,1.12852
,,1,444.44,-1.37,7.7,1690,1,20,25,,1.26879
,,1,444.44,-1.37,7.7,1690,1,30,25,,1.49832
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.63221
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.7151
,,1,444.44,-1.37,7.7,1690,1,5,25,,1.13623
,,1,444.44,-1.37,7.7,1690,1,10,25,,1.29792
,,1,444.44,-1.37,7.7,1690,1,15,25,,1.48913
,,1,444.44,-1.37,7.7,1690,1,20,25,,1.5991
,,1,444.44,-1.37,7.7,1690,1,30,25,,1.73806
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.95063
,,1,444.44,-1.37,7.7,1690,1,50,25,,2.0451
,,0,444.44,-1.37,7.7,1690,1,5,25,,0.45302
,,0,444.44,-1.37,7.7,1690,1,10,25,,0.624161
,,0,444.44,-1.37,7.7,1690,1,15,25,,0.714765
,,0,444.44,-1.37,7.7,1690,1,20,25,,0.815436
,,0,444.44,-1.37,7.7,1690,1,30,25,,0.991611
,,0,444.44,-1.37,7.7,1690,1,40,25,,1.10235
,,0,444.44,-1.37,7.7,1690,1,50,25,,1.17785
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.656711
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.854362
,,1,444.44,-1.37,7.7,1690,1,15,25,,0.969128
,,1,444.44,-1.37,7.7,1690,1,20,25,,1.09027
,,1,444.44,-1.37,7.7,1690,1,30,25,,1.26242
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.35168
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.40906
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.818772
,,1,444.44,-1.37,7.7,1690,1,10,25,,1.00262
,,1,444.44,-1.37,7.7,1690,1,15,25,,1.17906
,,1,444.44,-1.37,7.7,1690,1,20,25,,1.3112
,,1,444.44,-1.37,7.7,1690,1,30,25,,1.46488
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.62579
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.74979
,,0,444.44,-1.37,7.7,1690,1,5,25,,0.246644
,,0,444.44,-1.37,7.7,1690,1,10,25,,0.473154
,,0,444.44,-1.37,7.7,1690,1,15,25,,0.553691
,,0,444.44,-1.37,7.7,1690,1,20,25,,0.654362
,,0,444.44,-1.37,7.7,1690,1,30,25,,0.714765
,,0,444.44,-1.37,7.7,1690,1,40,25,,0.795302
,,0,444.44,-1.37,7.7,1690,1,50,25,,0.830537
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.427181
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.605705
,,1,444.44,-1.37,7.7,1690,1,15,25,,0.656711
,,1,444.44,-1.37,7.7,1690,1,20,25,,0.835235
,,1,444.44,-1.37,7.7,1690,1,30,25,,0.924497
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.01376
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.03926
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.619441
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.810669
,,1,444.44,-1.37,7.7,1690,1,15,25,,0.935431
,,1,444.44,-1.37,7.7,1690,1,20,25,,1.05279
,,1,444.44,-1.37,7.7,1690,1,30,25,,1.16222
,,1,444.44,-1.37,7.7,1690,1,40,25,,1.23449
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.25516
,,0,444.44,-1.37,7.7,1690,1,5,25,,0.276846
,,0,444.44,-1.37,7.7,1690,1,10,25,,0.407718
,,0,444.44,-1.37,7.7,1690,1,15,25,,0.483221
,,0,444.44,-1.37,7.7,1690,1,20,25,,0.568792
,,0,444.44,-1.37,7.7,1690,1,30,25,,0.699664
,,0,444.44,-1.37,7.7,1690,1,40,25,,0.810403
,,0,444.44,-1.37,7.7,1690,1,50,25,,0.885906
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.38255
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.510067
,,1,444.44,-1.37,7.7,1690,1,15,25,,0.592953
,,1,444.44,-1.37,7.7,1690,1,20,25,,0.694966
,,1,444.44,-1.37,7.7,1690,1,30,25,,0.860738
,,1,444.44,-1.37,7.7,1690,1,40,25,,0.95
,,1,444.44,-1.37,7.7,1690,1,50,25,,1.04564
,,1,444.44,-1.37,7.7,1690,1,5,25,,0.552998
,,1,444.44,-1.37,7.7,1690,1,10,25,,0.707312
,,1,444.44,-1.37,7.7,1690,1,15,25,,0.846839
,,1,444.44,-1.37,7.7,1690,1,20,25,,0.905158
