Particle size,SSA,Age,Mw,LogKow,pKa2,Solubility,MP concentration,AT concentration,Temperature,pH,Qm
100,,0,250.28,0.813,6.28,67.13,4,4.55036,25,6,0.175
100,,0,250.28,0.813,6.28,67.13,4,9.10072,25,6,0.155556
100,,0,250.28,0.813,6.28,67.13,4,18.2014,25,6,0.272222
100,,0,250.28,0.813,6.28,67.13,4,27.8957,25,6,0.505556
100,,0,250.28,0.813,6.28,67.13,4,36.9964,25,6,0.583333
100,,0,250.28,0.813,6.28,67.13,4,47.0863,25,6,0.758333
100,,0,187.22,1.38,7.42,,4,4.35252,25,6,0.0194444
100,,0,187.22,1.38,7.42,,4,8.90288,25,6,0.0777778
100,,0,187.22,1.38,7.42,,4,18.3993,25,6,0.194444
100,,0,187.22,1.38,7.42,,4,28.8849,25,6,0.311111
100,,0,187.22,1.38,7.42,,4,36.9964,25,6,0.388889
100,,0,187.22,1.38,7.42,,4,48.0755,25,6,0.563889
100,,0,267.304,10.23,4.71,,4,2.56917,25,6,0.6
100,,0,267.304,10.23,4.71,,4,5.73123,25,6,1.03333
100,,0,267.304,10.23,4.71,,4,15.415,25,6,1.15
100,,0,267.304,10.23,4.71,,4,21.9368,25,6,2.01667
100,,0,267.304,10.23,4.71,,4,31.4229,25,6,2.18333
100,,0,267.304,10.23,4.71,,4,40.9091,25,6,2.43333
100,,0,214.242,0.11,5.38,,4,4.54545,25,6,0.0833333
100,,0,214.242,0.11,5.38,,4,9.09091,25,6,0.15
100,,0,214.242,0.11,5.38,,4,18.5771,25,6,0.333333
100,,0,214.242,0.11,5.38,,4,28.4585,25,6,0.35
100,,0,214.242,0.11,5.38,,4,37.9447,25,6,0.566667
100,,0,214.242,0.11,5.38,,4,48.0237,25,6,0.666667
100,,0,284.72,2.04,5.4,,4,2.56917,25,6,0.516667
100,,0,284.72,2.04,5.4,,4,6.52174,25,6,0.7
100,,0,284.72,2.04,5.4,,4,13.4387,25,6,1.5
100,,0,284.72,2.04,5.4,,4,23.3202,25,6,1.7
100,,0,284.72,2.04,5.4,,4,30.0395,25,6,2.16667
100,,0,284.72,2.04,5.4,,4,35.5731,25,6,3.16667
100,,0,255.317,1.12,7.07,,4,3.35968,25,7,0.45
100,,0,255.317,1.12,7.07,,4,6.917,25,7,0.8
100,,0,255.317,1.12,7.07,,4,13.834,25,7,1.53333
100,,0,255.317,1.12,7.07,,4,21.7391,25,7,2.06667
100,,0,255.317,1.12,7.07,,4,29.6443,25,7,2.6
100,,0,255.317,1.12,7.07,,4,37.747,25,7,3.05
100,,0,280.303,5.01,5.96,,4,3.55731,25,7,0.3
100,,0,280.303,5.01,5.96,,4,7.11462,25,7,0.683333
100,,0,280.303,5.01,5.96,,4,16.2055,25,7,1
100,,0,280.303,5.01,5.96,,4,24.1107,25,7,1.51667
100,,0,280.303,5.01,5.96,,4,31.2253,25,7,2.25
100,,0,280.303,5.01,5.96,,4,40.5138,25,7,2.38333
100,,0,280.303,5.01,5.91,,4,4.34783,25,7,0.116667
100,,0,280.303,5.01,5.91,,4,9.09091,25,7,0.216667
100,,0,280.303,5.01,5.91,,4,17.3913,25,7,0.55
100,,0,280.303,5.01,5.91,,4,26.8775,25,7,0.7
100,,0,280.303,5.01,5.91,,4,34.1897,25,7,0.983333
100,,0,280.303,5.01,5.91,,4,43.083,25,7,1.16667
100,,0,280.3,2.57,6.5,,4,4.54545,25,7,0.1
100,,0,280.3,2.57,6.5,,4,9.48617,25,7,0.216667
100,,0,280.3,2.57,6.5,,4,18.3794,25,7,0.483333
100,,0,280.3,2.57,6.5,,4,27.668,25,7,0.616667
100,,0,280.3,2.57,6.5,,4,37.3518,25,7,0.666667
100,,0,280.3,2.57,6.5,,4,46.8379,25,7,0.833333
100,,0,310.33,5.01,6.01,,4,3.75494,25,7,0.216667
100,,0,310.33,5.01,6.01,,4,7.90514,25,7,0.383333
100,,0,310.33,5.01,6.01,,4,16.6008,25,7,0.7
100,,0,310.33,5.01,6.01,,4,26.2846,25,7,0.866667
100,,0,310.33,5.01,6.01,,4,35.9684,25,7,0.95
100,,0,310.33,5.01,6.01,,4,44.664,25,7,1.28333
100,,0,250.28,0.813,6.28,67.13,4,3.35968,25,7,0.116667
100,,0,250.28,0.813,6.28,67.13,4,8.89328,25,7,0.233333
100,,0,250.28,0.813,6.28,67.13,4,18.3794,25,7,0.466667
100,,0,250.28,0.813,6.28,67.13,4,27.4704,25,7,0.6
100,,0,250.28,0.813,6.28,67.13,4,36.9565,25,7,0.683333
100,,0,250.28,0.813,6.28,67.13,4,46.2451,25,7,0.8
100,,0,187.22,1.38,7.42,,4,4.54545,25,7,0.0333333
100,,0,187.22,1.38,7.42,,4,9.09091,25,7,0.1
100,,0,187.22,1.38,7.42,,4,18.9723,25,7,0.216667
100,,0,187.22,1.38,7.42,,4,28.2609,25,7,0.35
100,,0,187.22,1.38,7.42,,4,38.1423,25,7,0.4
100,,0,187.22,1.38,7.42,,4,47.0356,25,7,0.516667
100,,0,267.304,10.23,4.71,,4,2.67658,25,8,0.100478
100,,0,267.304,10.23,4.71,,4,7.36059,25,8,0.215311
100,,0,267.304,10.23,4.71,,4,15.3903,25,8,0.301435
100,,0,267.304,10.23,4.71,,4,24.9814,25,8,0.38756
100,,0,267.304,10.23,4.71,,4,34.7955,25,8,0.5311
100,,0,267.304,10.23,4.71,,4,43.7175,25,8,0.688995
100,,0,214.242,0.11,5.38,,4,4.23792,25,8,0.0143541
100,,0,214.242,0.11,5.38,,4,8.69888,25,8,0.0430622
100,,0,214.242,0.11,5.38,,4,17.8439,25,8,0.0574163
100,,0,214.242,0.11,5.38,,4,28.5502,25,8,0.0717703
100,,0,214.242,0.11,5.38,,4,37.6952,25,8,0.100478
100,,0,214.242,0.11,5.38,,4,48.8476,25,8,0.114833
100,,0,284.72,2.04,5.4,,4,3.34572,25,8,0.129187
100,,0,284.72,2.04,5.4,,4,7.13755,25,8,0.229665
100,,0,284.72,2.04,5.4,,4,15.1673,25,8,0.301435
100,,0,284.72,2.04,5.4,,4,24.5353,25,8,0.488038
100,,0,284.72,2.04,5.4,,4,34.1264,25,8,0.631579
100,,0,284.72,2.04,5.4,,4,42.6022,25,8,0.746411
100,,0,255.317,1.12,7.07,,4,0,25,8,0.0143541
100,,0,255.317,1.12,7.07,,4,4.23792,25,8,0.215311
100,,0,255.317,1.12,7.07,,4,8.02974,25,8,0.559809
100,,0,255.317,1.12,7.07,,4,15.6134,25,8,1.10526
100,,0,255.317,1.12,7.07,,4,24.7584,25,8,1.39234
100,,0,255.317,1.12,7.07,,4,32.119,25,8,2.03828
100,,0,255.317,1.12,7.07,,4,39.9257,25,8,2.59809
100,,0,280.303,5.01,5.96,,4,4.01487,25,8,0.100478
100,,0,280.303,5.01,5.96,,4,8.92193,25,8,0.215311
100,,0,280.303,5.01,5.96,,4,17.8439,25,8,0.330144
100,,0,280.303,5.01,5.96,,4,27.658,25,8,0.430622
100,,0,280.303,5.01,5.96,,4,37.6952,25,8,0.559809
100,,0,280.303,5.01,5.96,,4,47.7323,25,8,0.5311
100,,0,280.303,5.01,5.91,,4,4.01487,25,8,0.0717703
100,,0,280.303,5.01,5.91,,4,9.59108,25,8,0.0574163
100,,0,280.303,5.01,5.91,,4,18.9591,25,8,0.172249
100,,0,280.303,5.01,5.91,,4,28.5502,25,8,0.272727
100,,0,280.303,5.01,5.91,,4,37.4721,25,8,0.344498
100,,0,280.303,5.01,5.91,,4,47.9554,25,8,0.45933
100,,0,280.3,2.57,6.5,,4,5.57621,25,8,0.0143541
100,,0,280.3,2.57,6.5,,4,10.4833,25,8,0.0430622
100,,0,280.3,2.57,6.5,,4,21.6357,25,8,0.100478
100,,0,280.3,2.57,6.5,,4,33.0112,25,8,0.114833
100,,0,280.3,2.57,6.5,,4,43.2714,25,8,0.129187
100,,0,280.3,2.57,6.5,,4,54.6468,25,8,0.172249
100,,0,310.33,5.01,6.01,,4,20.5204,25,8,0.0287081
100,,0,310.33,5.01,6.01,,4,31.4498,25,8,0.0717703
100,,0,310.33,5.01,6.01,,4,41.71,25,8,0.0717703
100,,0,310.33,5.01,6.01,,4,52.1933,25,8,0.143541
100,,0,250.28,0.813,6.28,67.13,4,9.36803,25,8,0.0287081
100,,0,250.28,0.813,6.28,67.13,4,18.9591,25,8,0.0430622
100,,0,250.28,0.813,6.28,67.13,4,29.4424,25,8,0.0574163
100,,0,250.28,0.813,6.28,67.13,4,39.4796,25,8,0.0574163
100,,0,250.28,0.813,6.28,67.13,4,49.7398,25,8,0.129187
100,,0,187.22,1.38,7.42,,4,9.59108,25,8,0.0143541
100,,0,187.22,1.38,7.42,,4,18.513,25,8,0.100478
100,,0,187.22,1.38,7.42,,4,29.4424,25,8,0.143541
100,,0,187.22,1.38,7.42,,4,38.8104,25,8,0.186603
100,,0,187.22,1.38,7.42,,4,47.9554,25,8,0.244019
100,,0,267.304,10.23,4.71,,4,4.94071,25,10,0.0388889
100,,0,267.304,10.23,4.71,,4,9.88142,25,10,0.0680556
100,,0,267.304,10.23,4.71,,4,19.3676,25,10,0.145833
100,,0,267.304,10.23,4.71,,4,29.0514,25,10,0.219722
100,,0,267.304,10.23,4.71,,4,38.9328,25,10,0.307222
100,,0,267.304,10.23,4.71,,4,49.2095,25,10,0.381111
100,,0,214.242,0.11,5.38,,4,5.33597,25,10,0.0136111
100,,0,214.242,0.11,5.38,,4,10.2767,25,10,0.0272222
100,,0,214.242,0.11,5.38,,4,19.9605,25,10,0.0447222
100,,0,214.242,0.11,5.38,,4,29.6443,25,10,0.0758333
100,,0,214.242,0.11,5.38,,4,39.9209,25,10,0.106944
100,,0,214.242,0.11,5.38,,4,49.8024,25,10,0.196389
100,,0,284.72,2.04,5.4,,4,5.13834,25,10,0.0291667
100,,0,284.72,2.04,5.4,,4,9.28854,25,10,0.0797222
100,,0,284.72,2.04,5.4,,4,18.7747,25,10,0.14
100,,0,284.72,2.04,5.4,,4,28.8538,25,10,0.245
100,,0,284.72,2.04,5.4,,4,39.3281,25,10,0.276111
100,,0,284.72,2.04,5.4,,4,48.0237,25,10,0.3325
100,,0,255.317,1.12,7.07,,4,5.13834,25,10,0.0330556
100,,0,255.317,1.12,7.07,,4,9.88142,25,10,0.0427778
100,,0,255.317,1.12,7.07,,4,20.1581,25,10,0.0525
100,,0,255.317,1.12,7.07,,4,29.8419,25,10,0.101111
100,,0,255.317,1.12,7.07,,4,39.9209,25,10,0.128333
100,,0,255.317,1.12,7.07,,4,49.8024,25,10,0.151667
100,,0,280.303,5.01,5.96,,4,4.54545,25,10,0.0194444
100,,0,280.303,5.01,5.96,,4,9.48617,25,10,0.0505556
100,,0,280.303,5.01,5.96,,4,19.7628,25,10,0.0641667
100,,0,280.303,5.01,5.96,,4,29.8419,25,10,0.0894444
100,,0,280.303,5.01,5.96,,4,39.5257,25,10,0.108889
100,,0,280.303,5.01,5.96,,4,49.2095,25,10,0.180833
100,,0,280.303,5.01,5.91,,4,4.54545,25,10,0.0213889
100,,0,280.303,5.01,5.91,,4,9.68379,25,10,0.0525
100,,0,280.303,5.01,5.91,,4,19.17,25,10,0.0738889
100,,0,280.303,5.01,5.91,,4,29.6443,25,10,0.101111
100,,0,280.303,5.01,5.91,,4,39.3281,25,10,0.149722
100,,0,280.303,5.01,5.91,,4,48.8142,25,10,0.167222
100,,0,280.3,2.57,6.5,,4,4.74308,25,10,0.00777778
100,,0,280.3,2.57,6.5,,4,9.68379,25,10,0.0291667
100,,0,280.3,2.57,6.5,,4,19.9605,25,10,0.0933333
100,,0,280.3,2.57,6.5,,4,30.2372,25,10,0.00583333
100,,0,280.3,2.57,6.5,,4,39.7233,25,10,0.0116667
100,,0,280.3,2.57,6.5,,4,50.1976,25,10,0.00972222
100,,0,310.33,5.01,6.01,,4,9.28854,25,10,0.0136111
100,,0,310.33,5.01,6.01,,4,19.3676,25,10,0.00972222
100,,0,310.33,5.01,6.01,,4,29.8419,25,10,0.0194444
100,,0,310.33,5.01,6.01,,4,39.9209,25,10,0.0369444
100,,0,310.33,5.01,6.01,,4,49.8024,25,10,0.0175
100,,0,250.28,0.813,6.28,67.13,4,0,25,10,0.00194444
100,,0,250.28,0.813,6.28,67.13,4,4.94071,25,10,0.00583333
100,,0,250.28,0.813,6.28,67.13,4,19.7628,25,10,0.0272222
100,,0,250.28,0.813,6.28,67.13,4,29.6443,25,10,0.0311111
100,,0,250.28,0.813,6.28,67.13,4,39.1304,25,10,0.0447222
100,,0,250.28,0.813,6.28,67.13,4,49.4071,25,10,0.0544444
100,,0,187.22,1.38,7.42,,4,4.94071,25,10,0.00388889
100,,0,187.22,1.38,7.42,,4,9.88142,25,10,0.0233333
100,,0,187.22,1.38,7.42,,4,19.5652,25,10,0.0486111
100,,0,187.22,1.38,7.42,,4,30.2372,25,10,0.0933333
100,,0,187.22,1.38,7.42,,4,39.9209,25,10,0.103056
100,,0,187.22,1.38,7.42,,4,49.8024,25,10,0.14
100,,0,214.242,0.11,5.38,,4,,25,7,0.40454
100,,0,214.242,0.11,5.38,,4,,25,7,0.351005
100,,0,214.242,0.11,5.38,,4,,25,7,0.310524
100,,0,214.242,0.11,5.38,,4,,25,7,0.276584
100,,0,214.242,0.11,5.38,,4,,25,7,0.210007
100,,0,214.242,0.11,5.38,,4,,25,7,0.14343
100,,0,284.72,2.04,5.4,,4,,25,7,1.55977
100,,0,284.72,2.04,5.4,,4,,25,7,1.55846
100,,0,284.72,2.04,5.4,,4,,25,7,1.49189
100,,0,284.72,2.04,5.4,,4,,25,7,1.39919
100,,0,284.72,2.04,5.4,,4,,25,7,1.03236
100,,0,284.72,2.04,5.4,,4,,25,7,0.561079
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.593609
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.618416
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.597518
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.576633
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.405617
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.254184
100,,0,310.33,5.01,6.01,,4,,25,7,0.841545
100,,0,310.33,5.01,6.01,,4,,25,7,0.703166
100,,0,310.33,5.01,6.01,,4,,25,7,0.538665
100,,0,310.33,5.01,6.01,,4,,25,7,0.46556
100,,0,310.33,5.01,6.01,,4,,25,7,0.327182
100,,0,310.33,5.01,6.01,,4,,25,7,0.24755
100,,0,280.3,2.57,6.5,,4,,25,7,0.528122
100,,0,280.3,2.57,6.5,,4,,25,7,0.552929
100,,0,280.3,2.57,6.5,,4,,25,7,0.479812
100,,0,280.3,2.57,6.5,,4,,25,7,0.465467
100,,0,280.3,2.57,6.5,,4,,25,7,0.379308
100,,0,280.3,2.57,6.5,,4,,25,7,0.319245
100,,0,280.303,5.01,5.91,,4,,25,7,0.710797
100,,0,280.303,5.01,5.91,,4,,25,7,0.748645
100,,0,280.303,5.01,5.91,,4,,25,7,0.55152
100,,0,280.303,5.01,5.91,,4,,25,7,0.57634
100,,0,280.303,5.01,5.91,,4,,25,7,0.340037
100,,0,280.303,5.01,5.91,,4,,25,7,0.227768
100,,0,267.304,10.23,4.71,,4,,25,7,1.99658
100,,0,267.304,10.23,4.71,,4,,25,7,2.06055
100,,0,267.304,10.23,4.71,,4,,25,7,2.01355
100,,0,267.304,10.23,4.71,,4,,25,7,1.86212
100,,0,267.304,10.23,4.71,,4,,25,7,1.35819
100,,0,267.304,10.23,4.71,,4,,25,7,0.847766
100,,0,187.22,1.38,7.42,,4,,25,7,0.325467
100,,0,187.22,1.38,7.42,,4,,25,7,0.317637
100,,0,187.22,1.38,7.42,,4,,25,7,0.264101
100,,0,187.22,1.38,7.42,,4,,25,7,0.30849
100,,0,187.22,1.38,7.42,,4,,25,7,0.170112
100,,0,187.22,1.38,7.42,,4,,25,7,0.155754
100,,0,280.303,5.01,5.96,,4,,25,7,1.24573
100,,0,280.303,5.01,5.96,,4,,25,7,1.19873
100,,0,280.303,5.01,5.96,,4,,25,7,1.17785
100,,0,280.303,5.01,5.96,,4,,25,7,1.05252
100,,0,280.303,5.01,5.96,,4,,25,7,0.82276
100,,0,280.303,5.01,5.96,,4,,25,7,0.55382
100,,0,255.317,1.12,7.07,,4,,25,7,2.02238
100,,0,255.317,1.12,7.07,,4,,25,7,1.9297
100,,0,255.317,1.12,7.07,,4,,25,7,1.93492
100,,0,255.317,1.12,7.07,,4,,25,7,1.81612
100,,0,255.317,1.12,7.07,,4,,25,7,1.619
100,,0,255.317,1.12,7.07,,4,,25,7,1.54589
100,,0,214.242,0.11,5.38,,4,,25,7,0.391645
100,,0,214.242,0.11,5.38,,4,,25,7,0.332898
100,,0,214.242,0.11,5.38,,4,,25,7,0.280679
100,,0,214.242,0.11,5.38,,4,,25,7,0.189295
100,,0,214.242,0.11,5.38,,4,,25,7,0.143603
100,,0,214.242,0.11,5.38,,4,,25,7,0.0652742
100,,0,284.72,2.04,5.4,,4,,25,7,1.52742
100,,0,284.72,2.04,5.4,,4,,25,7,1.36423
100,,0,284.72,2.04,5.4,,4,,25,7,1.12924
100,,0,284.72,2.04,5.4,,4,,25,7,1.0705
100,,0,284.72,2.04,5.4,,4,,25,7,0.450392
100,,0,284.72,2.04,5.4,,4,,25,7,0.430809
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.600522
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.509138
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.37859
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.280679
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.143603
100,,0,250.28,0.813,6.28,67.13,4,,25,7,0.104439
100,,0,310.33,5.01,6.01,,4,,25,7,0.842037
100,,0,310.33,5.01,6.01,,4,,25,7,0.691906
100,,0,310.33,5.01,6.01,,4,,25,7,0.561358
100,,0,310.33,5.01,6.01,,4,,25,7,0.450392
100,,0,310.33,5.01,6.01,,4,,25,7,0.274151
100,,0,310.33,5.01,6.01,,4,,25,7,0.150131
100,,0,280.3,2.57,6.5,,4,,25,7,0.528721
100,,0,280.3,2.57,6.5,,4,,25,7,0.502611
100,,0,280.3,2.57,6.5,,4,,25,7,0.450392
100,,0,280.3,2.57,6.5,,4,,25,7,0.37859
100,,0,280.3,2.57,6.5,,4,,25,7,0.365535
100,,0,280.3,2.57,6.5,,4,,25,7,0.313316
100,,0,280.303,5.01,5.91,,4,,25,7,0.698433
100,,0,280.303,5.01,5.91,,4,,25,7,0.600522
100,,0,280.303,5.01,5.91,,4,,25,7,0.541775
100,,0,280.303,5.01,5.91,,4,,25,7,0.463446
100,,0,280.303,5.01,5.91,,4,,25,7,0.280679
100,,0,280.303,5.01,5.91,,4,,25,7,0.22846
100,,0,267.304,10.23,4.71,,4,,25,7,1.99739
100,,0,267.304,10.23,4.71,,4,,25,7,1.80157
100,,0,267.304,10.23,4.71,,4,,25,7,1.547
100,,0,267.304,10.23,4.71,,4,,25,7,1.38381
100,,0,267.304,10.23,4.71,,4,,25,7,0.685379
100,,0,267.304,10.23,4.71,,4,,25,7,0.398172
100,,0,187.22,1.38,7.42,,4,,25,7,0.319843
100,,0,187.22,1.38,7.42,,4,,25,7,0.306789
100,,0,187.22,1.38,7.42,,4,,25,7,0.22846
100,,0,187.22,1.38,7.42,,4,,25,7,0.189295
100,,0,187.22,1.38,7.42,,4,,25,7,0.130548
100,,0,187.22,1.38,7.42,,4,,25,7,0.110966
100,,0,280.303,5.01,5.96,,4,,25,7,1.29896
100,,0,280.303,5.01,5.96,,4,,25,7,1.01175
100,,0,280.303,5.01,5.96,,4,,25,7,0.972585
100,,0,280.303,5.01,5.96,,4,,25,7,0.848564
100,,0,280.303,5.01,5.96,,4,,25,7,0.633159
100,,0,280.303,5.01,5.96,,4,,25,7,0.437337
100,,0,255.317,1.12,7.07,,4,,25,7,2.01044
100,,0,255.317,1.12,7.07,,4,,25,7,1.66449
100,,0,255.317,1.12,7.07,,4,,25,7,1.59922
100,,0,255.317,1.12,7.07,,4,,25,7,1.20757
100,,0,255.317,1.12,7.07,,4,,25,7,0.926893
100,,0,255.317,1.12,7.07,,4,,25,7,0.75718
,0.47,0,444.44,-1.37,7.7,1690,5,0.141093,25,,0.0280374
,0.47,0,444.44,-1.37,7.7,1690,5,0.705467,25,,0.0266355
,0.47,0,444.44,-1.37,7.7,1690,5,1.19929,25,,0.0420561
,0.47,0,444.44,-1.37,7.7,1690,5,2.89242,25,,0.0588785
,0.47,0,444.44,-1.37,7.7,1690,5,5.85538,25,,0.0771028
,0.47,0,444.44,-1.37,7.7,1690,5,13.8272,25,,0.096729
,0.47,0,444.44,-1.37,7.7,1690,5,21.6578,25,,0.157009
,0.47,0,444.44,-1.37,7.7,1690,5,29.7707,25,,0.164019
,0.47,0,444.44,-1.37,7.7,1690,5,37.6014,25,,0.178037
,0.98,1,444.44,-1.37,7.7,1690,5,0.0705467,25,,0.0196262
,0.98,1,444.44,-1.37,7.7,1690,5,1.19929,25,,0.0392523
,0.98,1,444.44,-1.37,7.7,1690,5,0.282187,25,,0.053271
,0.98,1,444.44,-1.37,7.7,1690,5,2.82187,25,,0.10514
,0.98,1,444.44,-1.37,7.7,1690,5,6.34921,25,,0.133178
,0.98,1,444.44,-1.37,7.7,1690,5,12.9806,25,,0.229907
,0.98,1,444.44,-1.37,7.7,1690,5,21.5168,25,,0.295794
,0.98,1,444.44,-1.37,7.7,1690,5,29.0653,25,,0.336449
,0.98,1,444.44,-1.37,7.7,1690,5,37.1076,25,,0.36028
,2.79,1,444.44,-1.37,7.7,1690,5,0.141093,25,,0.0462617
,2.79,1,444.44,-1.37,7.7,1690,5,0.352734,25,,0.0869159
,2.79,1,444.44,-1.37,7.7,1690,5,0.987654,25,,0.11215
,2.79,1,444.44,-1.37,7.7,1690,5,2.18695,25,,0.178037
,2.79,1,444.44,-1.37,7.7,1690,5,6.06702,25,,0.221495
,2.79,1,444.44,-1.37,7.7,1690,5,13.2628,25,,0.321028
,2.79,1,444.44,-1.37,7.7,1690,5,20.2469,25,,0.417757
,2.79,1,444.44,-1.37,7.7,1690,5,28.4303,25,,0.468224
,2.79,1,444.44,-1.37,7.7,1690,5,35.9788,25,,0.508879
,0.17,0,444.44,-1.37,7.7,1690,5,0.356506,25,,0.00682927
,0.17,0,444.44,-1.37,7.7,1690,5,0.641711,25,,0.0239024
,0.17,0,444.44,-1.37,7.7,1690,5,1.28342,25,,0.0341463
,0.17,0,444.44,-1.37,7.7,1690,5,2.92335,25,,0.0529268
,0.17,0,444.44,-1.37,7.7,1690,5,5.8467,25,,0.0853659
,0.17,0,444.44,-1.37,7.7,1690,5,13.8324,25,,0.109268
,0.17,0,444.44,-1.37,7.7,1690,5,21.6043,25,,0.175854
,0.17,0,444.44,-1.37,7.7,1690,5,29.6613,25,,0.196341
,0.17,0,444.44,-1.37,7.7,1690,5,37.4332,25,,0.213415
,1.01,1,444.44,-1.37,7.7,1690,5,0.0713012,25,,0.0358537
,1.01,1,444.44,-1.37,7.7,1690,5,0.57041,25,,0.0495122
,1.01,1,444.44,-1.37,7.7,1690,5,1.35472,25,,0.0478049
,1.01,1,444.44,-1.37,7.7,1690,5,2.63815,25,,0.102439
,1.01,1,444.44,-1.37,7.7,1690,5,6.34581,25,,0.160488
,1.01,1,444.44,-1.37,7.7,1690,5,13.6898,25,,0.23561
,1.01,1,444.44,-1.37,7.7,1690,5,20.6061,25,,0.356829
,1.01,1,444.44,-1.37,7.7,1690,5,26.6667,25,,0.42
,1.01,1,444.44,-1.37,7.7,1690,5,36.1497,25,,0.462683
,2.56,1,444.44,-1.37,7.7,1690,5,0,25,,0.0443902
,2.56,1,444.44,-1.37,7.7,1690,5,0.213904,25,,0.0768293
,2.56,1,444.44,-1.37,7.7,1690,5,0.641711,25,,0.145122
,2.56,1,444.44,-1.37,7.7,1690,5,2.21034,25,,0.22878
,2.56,1,444.44,-1.37,7.7,1690,5,6.13191,25,,0.283415
,2.56,1,444.44,-1.37,7.7,1690,5,12.7629,25,,0.384146
,2.56,1,444.44,-1.37,7.7,1690,5,19.5365,25,,0.498537
,2.56,1,444.44,-1.37,7.7,1690,5,26.4528,25,,0.57878
,2.56,1,444.44,-1.37,7.7,1690,5,35.7219,25,,0.636829
,0.47,0,444.44,-1.37,7.7,1690,5,0.140845,25,,0.012766
,0.47,0,444.44,-1.37,7.7,1690,5,0.422535,25,,0.0368794
,0.47,0,444.44,-1.37,7.7,1690,5,1.05634,25,,0.0453901
,0.47,0,444.44,-1.37,7.7,1690,5,2.8169,25,,0.0539007
,0.47,0,444.44,-1.37,7.7,1690,5,5.84507,25,,0.070922
,0.47,0,444.44,-1.37,7.7,1690,5,13.8732,25,,0.10922
,0.47,0,444.44,-1.37,7.7,1690,5,21.0563,25,,0.153191
,0.47,0,444.44,-1.37,7.7,1690,5,29.9296,25,,0.168794
,0.47,0,444.44,-1.37,7.7,1690,5,38.0986,25,,0.195745
,0.98,1,444.44,-1.37,7.7,1690,5,0.140845,25,,0.0326241
,0.98,1,444.44,-1.37,7.7,1690,5,0.56338,25,,0.0411348
,0.98,1,444.44,-1.37,7.7,1690,5,0.774648,25,,0.070922
,0.98,1,444.44,-1.37,7.7,1690,5,3.23944,25,,0.093617
,0.98,1,444.44,-1.37,7.7,1690,5,5.49296,25,,0.156028
,0.98,1,444.44,-1.37,7.7,1690,5,14.1549,25,,0.236879
,0.98,1,444.44,-1.37,7.7,1690,5,19.8592,25,,0.292199
,0.98,1,444.44,-1.37,7.7,1690,5,27.1127,25,,0.361702
,0.98,1,444.44,-1.37,7.7,1690,5,36.6901,25,,0.390071
,2.79,1,444.44,-1.37,7.7,1690,5,0,25,,0.0553191
,2.79,1,444.44,-1.37,7.7,1690,5,0.140845,25,,0.0780142
,2.79,1,444.44,-1.37,7.7,1690,5,0.56338,25,,0.102128
,2.79,1,444.44,-1.37,7.7,1690,5,2.95775,25,,0.18156
,2.79,1,444.44,-1.37,7.7,1690,5,5.91549,25,,0.239716
,2.79,1,444.44,-1.37,7.7,1690,5,13.8732,25,,0.302128
,2.79,1,444.44,-1.37,7.7,1690,5,19.2958,25,,0.405674
,2.79,1,444.44,-1.37,7.7,1690,5,26.5493,25,,0.478014
,2.79,1,444.44,-1.37,7.7,1690,5,35.9859,25,,0.531915
,0.17,0,444.44,-1.37,7.7,1690,5,0.0705467,25,,0.0119221
,0.17,0,444.44,-1.37,7.7,1690,5,0.564374,25,,0.0289538
,0.17,0,444.44,-1.37,7.7,1690,5,1.12875,25,,0.0391727
,0.17,0,444.44,-1.37,7.7,1690,5,2.82187,25,,0.0562044
,0.17,0,444.44,-1.37,7.7,1690,5,5.78483,25,,0.0851582
,0.17,0,444.44,-1.37,7.7,1690,5,14.321,25,,0.122628
,0.17,0,444.44,-1.37,7.7,1690,5,21.0229,25,,0.163504
,0.17,0,444.44,-1.37,7.7,1690,5,30.4056,25,,0.192457
,0.17,0,444.44,-1.37,7.7,1690,5,37.3192,25,,0.226521
,1.01,1,444.44,-1.37,7.7,1690,5,0.141093,25,,0.020438
,1.01,1,444.44,-1.37,7.7,1690,5,0.282187,25,,0.0459854
,1.01,1,444.44,-1.37,7.7,1690,5,0.705467,25,,0.0749392
,1.01,1,444.44,-1.37,7.7,1690,5,3.1746,25,,0.126034
,1.01,1,444.44,-1.37,7.7,1690,5,6.34921,25,,0.165207
,1.01,1,444.44,-1.37,7.7,1690,5,13.9683,25,,0.262287
,1.01,1,444.44,-1.37,7.7,1690,5,19.5414,25,,0.357664
,1.01,1,444.44,-1.37,7.7,1690,5,26.8783,25,,0.432603
,1.01,1,444.44,-1.37,7.7,1690,5,36.261,25,,0.483698
,2.56,1,444.44,-1.37,7.7,1690,5,0,25,,0.0510949
